LoggerLight version 1.3.0, 7/17/2018 4:55:26 PM, rapid sampling mode. Time is number of seconds past midnight of 7/17/2018, Warning: probe Edz305nm, calibrated 4/5/2012 This is identified by tag a
 Probe S/N  BIC2104P-1011   , calibrated 4/5/2012 with 2 picAD channels and 6 high resolution AD channels. This is identified by tag "a"
 Probe S/N  BIC2104R-1011   , calibrated 4/30/2018 with 2 picAD channels and 4 high resolution AD channels. This is identified by tag "b"
ScaleFactor,0.264714,0.069044,0.032916,0.000521,9.691656E-02,6.155094E-03,0.23,0.01,0.148964,5.208686E-02,2.334893E-02,5.0338E-04,0.23,0.01,
Offset+FO,0.1933315,0.1934529,0.1924036,0.1938019,0.4814327,0.0559035,0,0.965,0.1939131,0.1940993,0.1930202,0.1932678,0,0.965,
Units,µWatts/cm²/nm,µWatts/cm²/nm,µWatts/cm²/nm,µEinsteins/m²/s,°C,meters,v.,°C,µWatts/cm²/nm,µWatts/cm²/nm,µWatts/cm²/nm,µEinsteins/m²/s,v.,°C,
Immersion,0.623,0.635,0.641,0.662,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,
Cal Date,4/5/2012,4/5/2012,4/5/2012,4/5/2012,4/5/2012,4/5/2012,4/5/2012,4/5/2012,4/30/2018,4/30/2018,4/30/2018,4/30/2018,4/30/2018,4/30/2018,
Tag Address,a,a,a,a,a,a,a,a,b,b,b,b,b,b,
Time,Edz305nm,Edz320nm,Edz380nm,EdzPAR,WaterTemp,Depth,Vin_a,uItemp_a,Ed0305nm,Ed0320nm,Ed0380nm,Ed0PAR,Vin_b,uItemp_b,
60940.46,1.165563,16.28533,52.42955,1389.836,25.8171,-3.839623E-02,9.638247,21.17579,0.8818752,12.23926,38.92276,978.2056,9.595788,22.15235,
60940.75,1.160931,16.21225,52.25863,1385.684,25.77204,-4.207607E-02,9.638247,21.17579,0.8812069,12.23585,38.84964,975.4467,9.595788,22.15235,
60941.06,1.158571,16.18241,52.09716,1380.026,25.80083,-1.631719E-02,9.638247,21.17579,0.8794804,12.20897,38.68426,969.8755,9.617018,22.15235,
60941.36,1.148691,16.03221,51.49217,1361.56,25.77027,-4.895156E-02,9.617018,21.17579,0.8775298,12.17303,38.50665,963.6135,9.617018,22.15235,
60941.66,1.14599,16.00012,51.31761,1354.23,25.81785,-5.122725E-02,9.638247,21.17579,0.874997,12.14684,38.37448,958.6652,9.617018,22.15235,
60941.97,1.145355,15.97964,51.16743,1347.78,25.82839,-6.221836E-02,9.638247,21.17579,0.8747409,12.13306,38.29121,955.2142,9.595788,22.15235,
60942.25,1.142797,15.94636,51.03437,1342.712,25.81324,-3.505532E-02,9.638247,21.17579,0.8739926,12.12117,38.22876,952.7104,9.617018,22.15235,
60942.56,1.146192,15.98726,51.17908,1345.792,25.79372,-6.100788E-02,9.638247,21.17579,0.8730403,12.11448,38.19543,950.8585,9.595788,22.15235,
60942.85,1.154049,16.10799,51.68424,1360.44,25.82052,-4.231817E-02,9.617018,21.17579,0.8731604,12.11067,38.16734,949.4814,9.595788,22.15235,
60943.13,1.169995,16.32171,52.26978,1372.775,25.81714,-0.0321986,9.638247,21.17579,0.8729623,12.10602,38.13947,948.0718,9.617018,22.15235,
60943.43,1.163004,16.23186,51.8561,1356.868,25.82762,-2.997133E-02,9.617018,21.17579,0.8726462,12.10258,38.10265,946.2542,9.595788,22.15235,
60943.72,0.5768848,9.184984,35.22055,1062.667,25.83348,-3.679841E-03,9.638247,21.17579,0.8717039,12.08902,38.02493,943.4242,9.617018,22.15235,
60944.01,0.4131297,6.590242,29.1786,992.0479,25.85234,-1.234683E-02,9.617018,21.17579,0.8707156,12.0709,37.92897,940.2455,9.617018,22.15235,
60944.31,0.6232138,8.815668,32.84666,991.7592,25.82094,6.439721E-03,9.638247,21.17579,0.8698133,12.05548,37.84992,937.6097,9.617018,22.15235,
60944.62,0.5664307,8.250543,31.5003,965.8532,25.87914,2.082015E-02,9.638247,21.17579,0.8686649,12.04205,37.79162,935.6027,9.595788,22.15235,
60944.91,0.5137732,7.788869,31.23838,989.6474,25.83918,1.723715E-02,9.638247,21.17579,0.8674645,12.02902,37.73692,934.3979,9.617018,22.15235,
60945.19,0.4586708,7.133242,29.89424,978.5552,25.88383,-2.420948E-03,9.638247,21.17579,0.8677287,12.02358,37.71848,933.9847,9.617018,22.15235,
60945.48,0.4236706,6.489578,28.16408,939.4979,25.81467,5.180828E-03,9.638247,21.17579,0.8677567,12.02618,37.72353,934.0628,9.617018,22.15235,
60945.77,0.4160482,6.379036,28.86089,995.0479,25.8066,-2.328952E-02,9.638247,21.17579,0.8683348,12.03164,37.74856,934.6406,9.595788,22.15235,
60946.06,0.3908679,6.268217,28.13806,977.9737,25.80381,2.614624E-03,9.638247,21.17579,0.8683988,12.04159,37.79593,935.7111,9.617018,22.15235,
60946.34,0.5461675,7.888425,30.56643,944.1821,25.78399,2.856718E-03,9.638247,21.17579,0.8696132,12.05612,37.86453,937.7672,9.617018,22.15235,
60946.65,0.4377534,6.677985,28.41744,932.561,25.79942,-0.0214496,9.638247,21.17579,0.8712358,12.07609,37.96805,940.9418,9.595788,22.15235,
60946.93,0.2883449,4.898911,26.0955,1031.28,25.79757,8.860669E-03,9.638247,21.17579,0.8727082,12.09964,38.0833,944.5047,9.617018,22.15235,
60947.22,0.4292636,6.393617,26.20442,845.8315,25.84006,-6.681816E-03,9.638247,21.17579,0.8732764,12.11465,38.15701,947.3057,9.617018,22.15235,
60947.52,0.3868688,5.913794,27.15126,944.8595,25.81786,3.021343E-02,9.617018,21.17579,0.8739727,12.12387,38.21825,949.7703,9.617018,22.15235,
60947.82,0.31438,5.044609,25.9579,979.9905,25.78986,-1.408992E-02,9.617018,21.17579,0.8745728,12.13836,38.28485,952.1036,9.595788,22.15235,
60948.11,0.2546477,4.353043,23.72375,933.986,25.84185,8.521736E-03,9.638247,21.17579,0.8755631,12.145,38.31614,953.3416,9.595788,22.15235,
60948.41,0.293253,4.616976,23.5367,877.7031,25.80107,-3.369959E-02,9.638247,21.17579,0.8753571,12.14729,38.33215,954.1307,9.617018,22.15235,
60948.71,0.334907,5.212412,25.27726,911.0671,25.79665,-1.985177E-03,9.617018,21.17579,0.8753151,12.14659,38.34056,954.6482,9.595788,22.15235,
60949.02,0.3010146,5.012443,25.4544,949.0624,25.80418,-1.617193E-02,9.638247,21.17579,0.8752611,12.15265,38.36612,955.4794,9.617018,22.15235,
60949.32,0.3296013,5.217442,25.86571,947.4051,25.83068,1.597826E-03,9.617018,21.17579,0.8763334,12.15662,38.39107,956.3337,9.617018,22.15235,
60949.61,0.3327059,5.244184,25.6919,944.6176,25.81532,-1.016798E-03,9.638247,21.17579,0.8764134,12.16565,38.4275,957.6339,9.595788,22.15235,
60949.91,0.3017175,4.872801,23.70258,896.1669,25.77992,-4.159188E-02,9.638247,21.17579,0.8771057,12.17437,38.47313,959.2194,9.595788,22.15235,
60950.22,0.3329661,5.305416,25.2792,894.8543,25.79271,-1.612351E-02,9.638247,21.17579,0.878266,12.1915,38.55322,961.9635,9.595788,22.15235,
60950.5,0.3225951,5.155157,25.47291,934.8224,25.76299,-2.212746E-02,9.638247,21.17579,0.8794604,12.21361,38.66385,965.7177,9.617018,22.15235,
60950.81,0.3986927,6.026116,26.4662,899.6404,25.77685,-3.486165E-02,9.638247,21.17579,0.881597,12.2407,38.80115,970.2746,9.595788,22.15235,
60951.1,0.5150834,7.528368,30.04611,949.5178,25.74723,-3.495849E-02,9.638247,21.17579,0.8836938,12.27482,38.96951,976.082,9.595788,22.15235,
60951.4,0.5153906,7.625253,31.02164,994.2902,25.82845,-4.081718E-02,9.617018,21.17579,0.8857664,12.30853,39.13041,981.4731,9.617018,22.15235,
60951.7,0.7877133,10.96865,38.99903,1146.588,25.83688,-2.203062E-02,9.638247,21.17579,0.8880832,12.3459,39.32293,987.8974,9.617018,22.15235,
60951.99,0.5985485,8.843225,34.3723,1069.434,25.83676,-3.079445E-02,9.638247,21.17579,0.890906,12.38887,39.53871,995.4312,9.595788,22.15235,
60952.29,0.7118363,10.13307,36.64681,1089.317,25.85307,-1.108794E-02,9.638247,21.17579,0.893979,12.42487,39.741,1002.706,9.595788,22.15235,
60952.58,0.6089267,9.183578,36.20164,1137.029,25.82734,-6.827073E-03,9.638247,21.17579,0.8958396,12.46736,39.96053,1010.421,9.595788,22.15235,
60952.88,0.8416864,11.8751,41.54559,1200.999,25.85568,-8.81225E-03,9.638247,21.17579,0.8989846,12.50866,40.1596,1017.45,9.617018,22.15235,
60953.17,0.7048482,10.13119,37.44017,1126.325,25.85563,-2.638833E-02,9.638247,21.17579,0.9010333,12.54693,40.34531,1024.052,9.617018,22.15235,
60953.48,0.6440443,9.365126,34.97509,1058.8,25.84384,2.808299E-03,9.638247,21.17579,0.9030119,12.57666,40.49134,1029.068,9.617018,22.15235,
60953.78,0.6601259,9.62479,36.75649,1132.917,25.8047,-2.721145E-02,9.638247,21.17579,0.9044844,12.6019,40.61941,1033.546,9.595788,22.15235,
60954.1,0.6790951,9.838273,37.1176,1136.274,25.83001,-0.0398488,9.638247,21.17579,0.9060369,12.62333,40.72351,1037.278,9.617018,22.15235,
60954.37,0.5821887,8.598875,33.63435,1052.146,25.82349,-2.072331E-02,9.638247,21.17579,0.9074394,12.64044,40.79049,1039.673,9.617018,22.15235,
60954.66,0.4215906,6.772572,31.36701,1114.573,25.82975,-3.466797E-02,9.638247,21.17579,0.9088598,12.64254,40.79857,1040.096,9.617018,22.15235,
60954.94,0.5088868,7.790963,33.86267,1145.417,25.78201,-0.0130247,9.638247,21.17579,0.9070572,12.63937,40.78457,1039.799,9.595788,22.15235,
60955.25,0.5191422,8.075255,33.69756,1117.608,25.80844,-1.442885E-02,9.638247,21.17579,0.906397,12.63082,40.74482,1038.662,9.617018,22.15235,
60955.54,0.5439194,7.981987,31.18025,978.442,25.83241,-4.309287E-03,9.638247,21.17579,0.9054507,12.61435,40.65013,1035.516,9.595788,22.15235,
60955.82,0.4222322,6.602247,29.86523,1028.372,25.83178,-2.837351E-02,9.638247,21.17579,0.9040002,12.59214,40.52738,1031.411,9.617018,22.15235,
60956.12,0.4278631,6.666816,29.74875,1024.37,25.78816,-5.132409E-03,9.638247,21.17579,0.9019156,12.56507,40.38349,1026.196,9.595788,22.15235,
60956.43,0.5474235,7.953002,31.50599,999.8194,25.78568,-2.125592E-02,9.638247,21.17579,0.8996788,12.5318,40.21443,1020.05,9.617018,22.15235,
60956.73,0.4027189,6.330611,29.96266,1069.374,25.7189,-2.755038E-02,9.638247,21.17579,0.8974742,12.49575,40.02212,1013.268,9.617018,22.15235,
60957.05,0.3058107,5.053078,25.58283,947.2159,25.73588,-4.202765E-02,9.617018,21.17579,0.8963738,12.47557,39.85807,1006.631,9.617018,22.15235,
60957.34,0.1873617,3.488724,21.59455,954.3186,25.71527,-3.282805E-02,9.617018,21.17579,0.893949,12.43803,39.64205,998.72,9.617018,22.15235,
60957.64,8.351958E-02,1.725563,15.5703,870.9797,25.73383,-2.575888E-02,9.638247,21.17579,0.8910241,12.39683,39.43203,991.1945,9.617018,22.15235,
